"id","Image","Product Name","Category","Tag","Product Information","Origin","Ingredients","Nutritional Content","Storage","Other Information","Buy Two Get","Price","Price Per Item","Compare Price","Pant","Status","Weight","Discount Price","Subcategory","Sub-subcategory"
"406","https://livsham2.softwarebyte.co/assets/images/product_image/45212.jpg","Rapsolja Eldorado","Skafferi","Lager","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p>Rapsolja från Eldorado</p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Poland","Raffinerad rapssolja.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(38, 38, 58);"">Per 100 gram:</span></p><p><span style=""color: rgb(38, 38, 58);"">Energi 3700 kJ/900 kcal</span></p><p><span style=""color: rgb(38, 38, 58);"">Fett 100 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav mättat fett 7 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav enkelomättat fett 63 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav fleromättat fett 30 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Kolhydrat 0 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav sockerarter 0 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Protein 0 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Salt 0 g</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Förvaras svalt och mörkt.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p>Livshem har ambitionen att alltid ge rätt produkt information. Förändringar i produktens innehåll kan ske över tid, kontrollera därför alltid före användning informationen på produktens förpackning.</p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","28,90","","28,90 kr/l","","In Stock","1l","","Olja & vinäger","Rapsolja"
"407","https://livsham2.softwarebyte.co/assets/images/product_image/92376.jpg","Rapsolja Eldorado","Skafferi","Lager","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p>Rapsolja från Eldorado.</p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Poland","Raffinerad rapsolja.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(38, 38, 58);"">Per 100 gram:</span></p><p><span style=""color: rgb(38, 38, 58);"">Energi 3700 kJ/900 kcal</span></p><p><span style=""color: rgb(38, 38, 58);"">Fett 100 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav mättat fett 7 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav enkelomättat fett 63 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav fleromättat fett 30 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Kolhydrat 0 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav sockerarter 0 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Protein 0 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Salt 0 g</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Förvaras svalt och mörkt.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p>Livshem har ambitionen att alltid ge rätt produkt information. Förändringar i produktens innehåll kan ske över tid, kontrollera därför alltid före användning informationen på produktens förpackning.</p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","56,90","","28,45 kr/l","","In Stock","2l","","Olja & vinäger","Rapsolja"
"408","https://livsham2.softwarebyte.co/assets/images/product_image/20555.jpg","Rapsolja Zeta","Skafferi","Lager","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><h4>Zeta Rapsolja är raffinerad vilket ger oljan en mycket mild smak och neutral doft. Rapsolja är perfekt till sås och sallad och att steka i.</h4></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Litauen","Raffinerad rapsolja.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(38, 38, 58);"">Per 100 ml:</span></p><p><span style=""color: rgb(38, 38, 58);"">Energi 3404 kJ/828 kcal</span></p><p><span style=""color: rgb(38, 38, 58);"">Fett 92 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav mättat fett 7 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav enkelomättat fett 57 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav fleromättat fett 28 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Kolhydrat 0 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav sockerarter 0 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Protein 0 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Salt 0 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Omega-3 7.6 g</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","När flaskan öppnats bör den stå mörkt och svalt med tillsluten kapsyl.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p>Livshem har ambitionen att alltid ge rätt produkt information. Förändringar i produktens innehåll kan ske över tid, kontrollera därför alltid före användning informationen på produktens förpackning.</p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","35,95","","39,94 kr/l","","In Stock","900cl","","Olja & vinäger","Rapsolja"
"409","https://livsham2.softwarebyte.co/assets/images/product_image/38493.jpg","Matolja Eldorado","Skafferi","Lager","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p>Matolja från Eldorado.</p><p><br></p><p><strong>Användarinstruktioner:</strong></p><p>Upphetta inte oljan över 180°C. Värm alltid oljan utan lock. Om oljan börjar ryka kan den fatta eld – stäng då av spisen och lägg på locket. Använd aldrig vatten! KÄLLSORTERING: Sorteras som plastförpackning.</p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Poland","","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(38, 38, 58);"">Per 100 gram:</span></p><p><span style=""color: rgb(38, 38, 58);"">Energi 3700 kJ/900 kcal</span></p><p><span style=""color: rgb(38, 38, 58);"">Fett 100 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav mättat fett 9 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav enkelomättat fett 45 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav fleromättat fett 46 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Kolhydrat 0 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav sockerarter 0 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Protein 0 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Salt 0 g</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Förvaras i rumstemperatur. Öppnad förpackning förvaras i rumstemperatur. Undvik direkt solljus.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p>Livshem har ambitionen att alltid ge rätt produkt information. Förändringar i produktens innehåll kan ske över tid, kontrollera därför alltid före användning informationen på produktens förpackning.</p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","36,90","","36,90 kr/l","","In Stock","1l","","Olja & vinäger","Övriga oljor"
"410","https://livsham2.softwarebyte.co/assets/images/product_image/12226.jpg","Solrosolja Eldorado","Skafferi","Lager","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p>Solrosolja från Eldorado</p><p><br></p><p><strong>Användarinstruktioner</strong>:</p><p><span style=""color: rgb(65, 66, 65);"">Värm alltid oljan utan lock. Om oljan börjar ryka kan den fatta eld – stäng då av spisen och lägg på locket. Använd aldrig vatten!&nbsp;</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Litauen","Raffinerad solrosolja.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(38, 38, 58);"">Per 100 gram:</span></p><p><span style=""color: rgb(38, 38, 58);"">Energi 3404 kJ/828 kcal</span></p><p><span style=""color: rgb(38, 38, 58);"">Fett 92 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav mättat fett 10 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav enkelomättat fett 427 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav fleromättat fett 63 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Kolhydrat 0 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav sockerarter 0 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Protein 0 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Salt 0 g</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Förvaras i rumstemperatur. Öppnad förpackning förvaras torrt och svalt.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p>Livshem har ambitionen att alltid ge rätt produkt information. Förändringar i produktens innehåll kan ske över tid, kontrollera därför alltid före användning informationen på produktens förpackning.</p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","34,90","","34,90 kr/l","","In Stock","1l","","Olja & vinäger","Övriga oljor"
"411","https://livsham2.softwarebyte.co/assets/images/product_image/92447.jpg","Äppelcidervinäger Zeta","Skafferi","Lager","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><h4>Zeta Äppelcidervinäger framställs i Italien, av solmogna äpplen. Utmärkt till allt från rostade grönsaker till äppeldesserter.</h4></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Italien","Äppelcider, antioxidationsmedel E220 (SVAVELDIOXID).","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(38, 38, 58);"">Per 100 ml:</span></p><p><span style=""color: rgb(38, 38, 58);"">Energi 92 kJ/21 kcal</span></p><p><span style=""color: rgb(38, 38, 58);"">Fett 0 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav mättat fett 0 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Kolhydrat 1.5 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav sockerarter 1.5 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Protein 0 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Salt 0.01 g</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Förvaras vid högst 25°C.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p>Livshem har ambitionen att alltid ge rätt produkt information. Förändringar i produktens innehåll kan ske över tid, kontrollera därför alltid före användning informationen på produktens förpackning.</p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","34,95","","69:90 kr/l","","In Stock","500ml","","Olja & vinäger","Vinäger & matlagningsvin"
"412","https://livsham2.softwarebyte.co/assets/images/product_image/64790.jpg","Vitvinsvinäger Reserva Zeta","Skafferi","Lager","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><h4>Zeta Vitvinsvinäger har en mjuk smak där vinets karaktär bevaras. Utmärkt i dressing och i matlagning. Några droppar i en sås eller gryta ger extra fyllighet.</h4></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Italien","Vin (innehåller SULFITER).","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p>Per 100 gram:</p><p>Energi 108 kJ/25 kcal</p><p>Fett 0 g</p><p>-varav mättat fett 0 g</p><p>Kolhydrat 0.5 g</p><p>-varav sockerarter 0.5 g</p><p>Protein 0 g</p><p>Salt 0.04 g</p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Förvaras vid högst 25°C.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p>Livshem har ambitionen att alltid ge rätt produkt information. Förändringar i produktens innehåll kan ske över tid, kontrollera därför alltid före användning informationen på produktens förpackning.</p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","28,95","","115:80 kr/l","","In Stock","250ml","","Olja & vinäger","Vinäger & matlagningsvin"
"413","https://livsham2.softwarebyte.co/assets/images/product_image/26279.jpg","Rödvinsvinäger Reserva","Skafferi","Lager","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><h4>Zeta Rödvinsvinäger har en mjuk, fyllig smak där vinets karaktär finns kvar. Utmärkt i dressing, i varm matlagning och i marinader för kött och grönt.</h4></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Italien","Vin (innehåller SULFITER).","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p>Per 100 gram:</p><p>Energi 108 kJ/25 kcal</p><p>Fett 0 g</p><p>-varav mättat fett 0 g</p><p>Kolhydrat 0.5 g</p><p>-varav sockerarter 0.5 g</p><p>Protein 0 g</p><p>Salt 0.04 g</p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Förvaras vid högst 25°C.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p>Livshem har ambitionen att alltid ge rätt produkt information. Förändringar i produktens innehåll kan ske över tid, kontrollera därför alltid före användning informationen på produktens förpackning.</p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","28,95","","115:80 kr/l","","In Stock","250ml","","Olja & vinäger","Vinäger & matlagningsvin"
"414","https://livsham2.softwarebyte.co/assets/images/product_image/14842.jpg","Vinäger Crema Di Balsamico Zeta","Skafferi","Lager","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><h4>Zeta Crema con ""Aceto Balsamico di Modena I.G.P."" är en krämig, fyllig balsamvinäger. God att ringla över kött, grönsaker, ostar, glass och andra desserter.</h4></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Italien","92% (vinäger av vin [innehåller SULFITER]), kokt druvmust, färgämne E150d [innehåller SULFITER]), kokt druvmust, glukossirap, modifierad majsstärkelse, maltodextrin, dextros, förtjockningsmedel E415.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p>Per 100 gram:</p><p>Energi 907 kJ/213 kcal</p><p>Fett 0 g</p><p>-varav mättat fett 0 g</p><p>Kolhydrat 51 g</p><p>-varav sockerarter 42 g</p><p>Protein &lt;0.5 g</p><p>Salt 0.16 g</p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Förvaras vid högst 25°C.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p>Livshem har ambitionen att alltid ge rätt produkt information. Förändringar i produktens innehåll kan ske över tid, kontrollera därför alltid före användning informationen på produktens förpackning.</p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","51,90","","288,34 kr/kg","","In Stock","180g","","Olja & vinäger","Vinäger & matlagningsvin"
"415","https://livsham2.softwarebyte.co/assets/images/product_image/11774.jpg","Balsamvinäger Extra Lagrad Zeta","Skafferi","Lager","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><h4>Zeta balsamvinäger Sigillo Rosso tillverkas i Modena, balsamicons hemprovins. Lång lagring av druvmust. Perfekt till sallad, grillat kött och såser.</h4></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Italien","Vinäger av vin, koncentrerad druvmust 40%. Syrahalt 6%.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(38, 38, 58);"">Per 100 gram:</span></p><p><span style=""color: rgb(38, 38, 58);"">Energi 539 kJ/127 kcal</span></p><p><span style=""color: rgb(38, 38, 58);"">Fett 0 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav mättat fett 0 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Kolhydrat 27 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav sockerarter 27 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Protein 0 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Salt 0.05 g</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Förvaras vid högst 25°C.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p>Livshem har ambitionen att alltid ge rätt produkt information. Förändringar i produktens innehåll kan ske över tid, kontrollera därför alltid före användning informationen på produktens förpackning.</p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","53,95","","107,90 kr/l","","In Stock","500ml","","Olja & vinäger","Vinäger & matlagningsvin"
"416","https://livsham2.softwarebyte.co/assets/images/product_image/34817.jpg","Matlagningsvin Rött Zeta","Skafferi","Lager","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><h4>Zeta Matlagningsvin Rött förhöjer smaken på köttgrytor, såser, soppor och andra rätter där recept innehåller rött vin.</h4></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Italien","Rött vin, antioxidationsmedel E220 (SVAVELDIOXID).","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p>Per 100 ml:</p><p>Energi 146 kJ/35 kcal</p><p>Fett 0 g</p><p>-varav mättat fett 0 g</p><p>Kolhydrat 5 g</p><p>-varav sockerarter 5 g</p><p>Protein 0 g</p><p>Salt 0 g</p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Förvaras vid högst 25°C.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p>Livshem har ambitionen att alltid ge rätt produkt information. Förändringar i produktens innehåll kan ske över tid, kontrollera därför alltid före användning informationen på produktens förpackning.</p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","35,50","","142,00 kr/l","","In Stock","250ml","","Olja & vinäger","Vinäger & matlagningsvin"
"417","https://livsham2.softwarebyte.co/assets/images/product_image/64709.jpg","Matlagningsvin Vitt Zeta","Skafferi","Lager","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><h4>Zeta Matlagningsvin Vitt förhöjer smaken på kycklinggrytor, fiskrätter, såser, soppor och alla andra där receptet säger torrt vitt vin.</h4></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Italien","Vitt vin, antioxidationsmedel E220 (SVAVELDIOXID).","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p>Per 100 ml:</p><p>Energi 146 kJ/35 kcal</p><p>Fett 0 g</p><p>-varav mättat fett 0 g</p><p>Kolhydrat 5 g</p><p>-varav sockerarter 5 g</p><p>Protein 0 g</p><p>Salt 0 g</p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Förvaras vid högst 25°C.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p>Livshem har ambitionen att alltid ge rätt produkt information. Förändringar i produktens innehåll kan ske över tid, kontrollera därför alltid före användning informationen på produktens förpackning.</p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","35,50","","142,00 kr/l","","In Stock","250ml","","Olja & vinäger","Vinäger & matlagningsvin"
