"Product Name","Category","Tag","Product Information","Origin","Ingredients","Nutritional Content","Storage","Other Information","Buy Two Get","Price","Price Per Item","Compare Price","Status","Weight","Discount Price","Subcategory","Sub-subcategory"
"Gott & Blandat Original","Godis & snacks","Lager","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(38, 38, 58);"">Malaco Gott &amp; Blandat lanserades år 1979 och blev snabbt en godisfavorit som uppskattas av hela familjen. Godispåsen innehåller en unik blandning av sött och salt godis med mjuk konsistens, vilket gör att det finns något för alla. Påsens mix består av populärt vingummi i olika fruktiga smaker, saltlakrits och den kända revolverlakritsen. Det mixade innehållet gör påsen till en solklar familjefavorit. Påsen innehåller 400 g godis. Malaco - Lördag hela veckan!</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","3","Socker, glukossirap, glukos-fruktossirap, stärkelse, VETEMJÖL, modifierad stärkelse, ammoniumklorid (=salmiak), melass, syra (citronsyra), lakritsextrakt, fuktighetsbevarande medel (sorbitoler, glycerol), vegetabiliska oljor (kokos, raps), aromer, salt, färgämnen (E153, E120, E100, E141), ytbehandlingsmedel (bivax), stabiliseringsmedel (E471), kokosfett.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(38, 38, 58);"">Per 100 g:</span></p><p><span style=""color: rgb(38, 38, 58);"">Energi 1479 kJ/349 kcal</span></p><p><span style=""color: rgb(38, 38, 58);"">Fett 0.3 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav mättat fett 0.2 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Kolhydrat 85 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav sockerarter 59 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Protein 0 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Salt 0.17 g</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Förvaras torrt och i rumstemperatur.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(33, 37, 41);"">Livshem har ambitionen att alltid ge rätt produkt information. Förändringar i produktens innehåll kan ske över tid, kontrollera därför alltid före användning informationen på produktens förpackning.</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","36,95","","92,38 kr/kg","In Stock","400g","","Yoghurt","Melon"
"Gott & Blandat Fizzypop","Godis & snacks","Lager","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p>Smågodis i bubbelgumsmak, syrlig och god med en mjuk konsistens.</p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","3","Glukossirap, socker/sukker, vatten/vand, gelatin, syra (citronsyra), färgämnen/farvestoffer (E170, E120, E133), fullhärdat/helt hærdet/fullherdet palmfett, arom.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(38, 38, 58);"">Per 100 g:</span></p><p><span style=""color: rgb(58, 58, 58);"">Energi (kcal) 333 kcal</span></p><p><span style=""color: rgb(58, 58, 58);"">Energi (kJ) 1417 kJ</span></p><p><span style=""color: rgb(58, 58, 58);"">Fett 0.1 g</span></p><p><span style=""color: rgb(58, 58, 58);"">-varav mättat fett 0 g</span></p><p><span style=""color: rgb(58, 58, 58);"">Kolhydrat 74 g</span></p><p><span style=""color: rgb(58, 58, 58);"">-varav socker 62 g</span></p><p><span style=""color: rgb(58, 58, 58);"">Protein 8.3 g, Salt 0 g</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Förvaras torrt och i rumstemperatur.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(33, 37, 41);"">Livshem har ambitionen att alltid ge rätt produkt information. Förändringar i produktens innehåll kan ske över tid, kontrollera därför alltid före användning informationen på produktens förpackning.</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","10,95","","136,88 kr/kg","In Stock","80g","","Yoghurt","Melon"
"Nappar Fruit Haribo","Godis & snacks","Lager","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(38, 38, 58);"">De små favoriterna med fruktsmak.</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","10","Glukossirap; socker; gelatin; druvsocker; syra: citronsyra; frukt- och plantkoncentrat: spirulina, safflor, äpple, citron, rättika, sötpotatis, morot, svarta vinbär, hibiskus; invertsockersirap; arom; palmolja; ytbehandlingsmedel: bivax vitt och gult, karnaubavax.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(38, 38, 58);"">Per 100 g:</span></p><p><span style=""color: rgb(38, 38, 58);"">Energi 1459 kJ/343 kcal</span></p><p><span style=""color: rgb(38, 38, 58);"">Fett &lt;0.5 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav mättat fett 0.1 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Kolhydrat 77 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav sockerarter 46 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Protein 6.9 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Salt 0.07 g</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Förvaras torrt och i rumstemperatur.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(33, 37, 41);"">Livshem har ambitionen att alltid ge rätt produkt information. Förändringar i produktens innehåll kan ske över tid, kontrollera därför alltid före användning informationen på produktens förpackning.</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","9,95","","124,38 kr/kg","In Stock","80g","","Yoghurt","Melon"
"Goldbären","Godis & snacks","Lager","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(58, 58, 58);"">Alla barnens favoriter; välkända Goldbären från HARIBO</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","10","Glukossirap; socker; gelatin; druvsocker; fruktjuice från koncentrat: äpple, jordgubbar, hallon, apelsin, citron, ananas; syra: citronsyra; frukt- och plantkoncentrat: safflor, spirulina, äpple, fläderbär, apelsin, svarta vinbär, kiwi, citron, aronia, mango, passionsfrukt, vindruva; arom; extrakt av fläderbär; palmolja; ytbehandlingsmedel: bivax vitt och gult, karnaubavax.  Kan innehålla spår av VETE.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(38, 38, 58);"">Per 100 g:</span></p><p><span style=""color: rgb(38, 38, 58);"">Energi 1459 kJ/343 kcal</span></p><p><span style=""color: rgb(38, 38, 58);"">Fett 0.50 g</span></p><p><span style=""color: rgb(38, 38, 58);"">- Varav mättat fett 0.10 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Kolhydrat 77 g</span></p><p><span style=""color: rgb(38, 38, 58);"">- Varav sockerarter 46 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Protein 6.90 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Salt 0.07 g</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Förvaras torrt och i rumstemperatur.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(33, 37, 41);"">Livshem har ambitionen att alltid ge rätt produkt information. Förändringar i produktens innehåll kan ske över tid, kontrollera därför alltid före användning informationen på produktens förpackning.</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","9,95","","124,38 kr/kg","In Stock","80g","","Yoghurt","Melon"
"Nappar Sura","Godis & snacks","Lager","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(58, 58, 58);"">De kända napparna med härligt syrlig smak</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","10","Glukossirap; socker; gelatin; druvsocker; syror: citronsyra, äppelsyra; surhetsreglerande medel: calciumcitrat, natriumvätemalat; frukt- och plantkoncentrat: spirulina, safflor, äpple, citron, rättika, sötpotatis, morot, svarta vinbär, hibiskus; invertsockersirap; arom; ytbehandlingsmedel: karnaubavax.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(38, 38, 58);"">Per 100 g:</span></p><p><span style=""color: rgb(38, 38, 58);"">Energi 1463 kJ/345 kcal</span></p><p><span style=""color: rgb(38, 38, 58);"">Fett 0 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav mättat fett 0 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Kolhydrat 80 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav sockerarter 49 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Protein 5 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Salt 0.01 g</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Förvaras torrt och i rumstemperatur.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p>Livshem har ambitionen att alltid ge rätt produkt information. Förändringar i produktens innehåll kan ske över tid, kontrollera därför alltid före användning informationen på produktens förpackning.</p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","9,95","","124,38 kr/kg","In Stock","80g","","Yoghurt","Melon"
"Zoo Malaco","Godis & snacks","Lager","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(58, 58, 58);"">Malaco Zoo är ett av Sveriges mest kända godisvarumärken. Både innehållet och påsens design med apan, giraffen och papegojan är sanna svenska klassiker i godishyllan. Godispåsen passar bra till kalaset eller i godisskålen.</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","3","Socker/sukker, glukossirap, gelatin, stärkelse/stivelse, syra (E270), vegetabiliska oljor (kokos, raps), arom, ytbehandlings-/overfladebehandlingsmiddel (karnaubavax/voks), färgämnen/farvestoffer (E120, E160a).","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(38, 38, 58);"">Per 100 g:</span></p><p><span style=""color: rgb(38, 38, 58);"">Energi 1517 kJ/359 kcal</span></p><p><span style=""color: rgb(38, 38, 58);"">Fett 0.3 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav mättat fett 0.2 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Kolhydrat 83 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav sockerarter 57 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Protein 5.5 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Salt 0.05 g</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Förvaras torrt och i rumstemperatur.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(33, 37, 41);"">Livshem har ambitionen att alltid ge rätt produkt information. Förändringar i produktens innehåll kan ske över tid, kontrollera därför alltid före användning informationen på produktens förpackning.</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","10,95","","136,88 kr/kg","In Stock","80g","","Yoghurt","Melon"
"Tonfisk i solrosolja","Skafferi","Lager","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><h4>MSC certifierad Skipjack tonfisk i solrosolja består av fina filébitar som är fiskad på ett hållbart sätt.</h4></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","19","TONFISKFILÉ i bitar (SKIPJACK), solrosolja, vatten, salt. Fångstområde: TONFISK (KATSUWONUS PELAMIS) - Väst- eller östcentrala Stilla havet (FAO 71/77) eller Västra indiska Oceanen (FAO 51).","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(38, 38, 58);"">Per 100 gram:</span></p><p><span style=""color: rgb(38, 38, 58);"">Energi 678 kJ/162 kcal</span></p><p><span style=""color: rgb(38, 38, 58);"">Fett 6 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav mättat fett 1.2 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Kolhydrat 0.2 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav sockerarter 0 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Protein 26 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Salt 1 g</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Förvaras vid högst 25°C  Efter öppnandet: Kylförvaring, max 2 dagar.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p>Livshem har ambitionen att alltid ge rätt produkt information. Förändringar i produktens innehåll kan ske över tid, kontrollera därför alltid före användning informationen på produktens förpackning.</p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","20,95","","174,58 kr/kg","In Stock","200g","","Svamp","Päron"
"Nappar Cola","Godis & snacks","Lager","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(38, 38, 58);"">Smaskens för cola-älskaren</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","10","Glukossirap; socker; gelatin; druvsocker; syra: citronsyra; karamelliserat socker; arom; palmolja; ytbehandlingsmedel: bivax vitt och gult, karnaubavax.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(38, 38, 58);"">Per 100 g:</span></p><p><span style=""color: rgb(38, 38, 58);"">Energi 1459 kJ/343 kcal</span></p><p><span style=""color: rgb(38, 38, 58);"">Fett &lt;0.5 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav mättat fett 0.1 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Kolhydrat 77 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav sockerarter 46 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Protein 6.9 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Salt 0.07 g</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Förvaras torrt och i rumstemperatur.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(33, 37, 41);"">Livshem har ambitionen att alltid ge rätt produkt information. Förändringar i produktens innehåll kan ske över tid, kontrollera därför alltid före användning informationen på produktens förpackning.</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","9,95","","124,38 kr/kg","In Stock","80g","","Yoghurt","Melon"
"Tonfisk i Vatten","Skafferi","Lager","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><h4>MSC certifierad Skipjack tonfisk i vatten består av fina filébitar som är fiskad på ett hållbart sätt.</h4></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","19","TONFISKFILÉ i bitar (SKIPJACK), vatten, salt. Fångstområde: TONFISK (KATSUWONUS PELAMIS) - Väst- eller östcentrala Stilla havet (FAO 71/77) eller Västra Indiska Oceanen.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p>Per 100 gram:</p><p>Energi 460 kJ/110 kcal</p><p>Fett 0.2 g</p><p>-varav mättat fett 0 g</p><p>Kolhydrat 0 g</p><p>-varav sockerarter 0 g</p><p>Protein 26 g</p><p>Salt 1 g</p><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Förvaras vid högst 25°C. Efter öppnandet: Kylförvaring, max 2 dagar.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p>Livshem har ambitionen att alltid ge rätt produkt information. Förändringar i produktens innehåll kan ske över tid, kontrollera därför alltid före användning informationen på produktens förpackning.</p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","32,50","","216,67 kr/kg","In Stock","200g","","Svamp","Päron"
"S-märke Supersurt","Godis & snacks","Lager","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(38, 38, 58);"">S-märke är en storsäljande klassiskt favorit i godissegmentet bland såväl lösvikt som i påse. Genom åren har produkten kommit ut i flera olika smaker och finns idag både som gelégodis och i skumkonsistens. Du kan idag hitta S-märke i 8 olika smaker. Med sin intensiva smak brukar produkten bli en favorit hos konsumenter som föredrar supersalt eller supersurt godis. Produkten är tillverkad i Sverige och har varit en tradition sedan 1956.</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","3","Socker, glukos, gelatin(nöt), surhetsreglerande medel (äppelsyra, natriumcitrat), aromer, färgämnen( kurkumin, karmin, klorofyllinkopparkomplex).","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(38, 38, 58);"">Per 100 g:</span></p><p><span style=""color: rgb(38, 38, 58);"">Energi 1550 kJ/370 kcal</span></p><p><span style=""color: rgb(38, 38, 58);"">Fett 0 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav mättat fett 0 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Kolhydrat 81 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav sockerarter 58 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Protein 6.1 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Salt 0.1 g</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Förvaras torrt och i rumstemperatur.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(33, 37, 41);"">Livshem har ambitionen att alltid ge rätt produkt information. Förändringar i produktens innehåll kan ske över tid, kontrollera därför alltid före användning informationen på produktens förpackning.</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","10,95","","136,88 kr/kg","In Stock","80g","","Yoghurt","Melon"
"Mentos frukt","Godis & snacks","Lager","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(58, 58, 58);"">Mentos med fruktsmak är tuggvänliga godistabletter. Tabletterna är ovalformade med ett hårt skal och mjuk kärna.</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","3","Socker, glukossirap, fruktsaft (jordgubb, apelsin, citron) (2%), fullhärdad kokosolja, syra (citronsyra), stärkelse, aromämnen, maltodextrin, förtjockningsmedel (gellangummi, cellulosagummi, gummi arabicum), emulgeringsmedel (sackarosestrar av fettsyror), ytbehandlingsmedel (karnaubavax, bivax), färgämnen (betakaroten, rödbetsrött).","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(38, 38, 58);"">Per 100 g:</span></p><p><span style=""color: rgb(38, 38, 58);"">Energi 1648 kJ/388 kcal</span></p><p><span style=""color: rgb(38, 38, 58);"">Fett 1.9 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav mättat fett 1.7 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Kolhydrat 92 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav sockerarter 69 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Protein 0 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Salt 0.1 g</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Förvaras torrt och i rumstemperatur.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(33, 37, 41);"">Livshem har ambitionen att alltid ge rätt produkt information. Förändringar i produktens innehåll kan ske över tid, kontrollera därför alltid före användning informationen på produktens förpackning.</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","9,95","","261,84 kr/kg","In Stock","38g","","Yoghurt","Melon"
